"﻿""id""",year,component,bug_class,affected_function,trigger,poc,fix_commit,fixed_in,alloc_arena,verdict,evidence,source,notes
cpython-3b585b30c044,2004,Modules/zlibmodule.c,uninitialized-read,PyZlib_compressobj,a zero-length or absent value on a path that assumed one existed,regression test added in the fix: Lib/test/test_zlib.py,3b585b30c04489f869098e5769105c7319d211c1,v2.5.1; v2.6.1; v2.7.1; v3.0.1,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/3b585b30c04489f869098e5769105c7319d211c1,"[Bug #1083110] calling .flush() on decompress objects causes a segfault due to an uninitialized pointer: fixes the problem and adds a test case || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: PyObject instance; default tp_alloc is PyType_GenericAlloc -> _PyType_AllocNoTrack -> _PyObject_MallocWithType -> PyObject_Malloc (Objects/typeobject.c) || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
cpython-3baa81103377,2004,Modules/zlibmodule.c,uninitialized-read,PyZlib_compressobj,a zero-length or absent value on a path that assumed one existed,regression test added in the fix: Lib/test/test_zlib.py,3baa81103377bab28e42e194385231ea85dd3968,v2.4.1,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/3baa81103377bab28e42e194385231ea85dd3968,"[Bug #1083110] calling .flush() on decompress objects causes a segfault due to an uninitialized pointer: fixes the problem and adds a test case || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: PyObject instance; default tp_alloc is PyType_GenericAlloc -> _PyType_AllocNoTrack -> _PyObject_MallocWithType -> PyObject_Malloc (Objects/typeobject.c) || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
cpython-f3478d9d7597,2004,Modules/zlibmodule.c,uninitialized-read,PyZlib_compressobj,a zero-length or absent value on a path that assumed one existed,,f3478d9d759705896bb3446785a7087ad22e4e94,v2.3.5,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/f3478d9d759705896bb3446785a7087ad22e4e94,"[Bug #1083110] calling .flush() on decompress objects causes a segfault due to an uninitialized pointer: fixes the problem and adds a test case || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: PyObject instance; default tp_alloc is PyType_GenericAlloc -> _PyType_AllocNoTrack -> _PyObject_MallocWithType -> PyObject_Malloc (Objects/typeobject.c) || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
cpython-fb1ffb0ebb28,2004,Python/pystate.c,crash-unclassified,PyGILState_Release,concurrent access from a second thread in the free-threaded build,,fb1ffb0ebb283c493b55dc2a1c8431e1da668d2e,v2.4.1; v2.5.1; v2.6.1; v2.7.1,system-malloc,caught,read-the-source,https://github.com/python/cpython/commit/fb1ffb0ebb283c493b55dc2a1c8431e1da668d2e,"SF bug 1061968: threads: segfault or Py_FatalError at exit || WHY THIS ARENA: Obtained through the raw domain, which obmalloc.c:840 wires to libc MALLOC_ALLOC (PyMem_RawMalloc/PyMem_RawFree), or by mmap; allocation and release are visible per object. || allocation site: every heap allocation in Python/pystate.c is in the raw domain (10 sites, e.g. Python/pystate.c:34  Always use PyMem_RawMalloc() and PyMem_RawFree() directly in this file.  A)"
cpython-44416678ace0,2005,Modules/_cursesmodule.c,heap-buffer-overflow-write,PyCursesWindow_GetStr,an oversized or overflowing length/size argument,,44416678ace080175df4ad75a863b15a1315aec8,v2.4.2,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/44416678ace080175df4ad75a863b15a1315aec8,"[Bug #1200134] Fix buffer overflow by constraining size of .getstr(), .instr() to size of allocated buffer || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: Modules/_cursesmodule.c:2041  PyCursesWindowObject *wo = PyObject_GC_New(PyCursesWindowObject, || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
cpython-52a14c3cdc55,2005,Modules/_cursesmodule.c,heap-buffer-overflow-write,PyCursesWindow_GetStr,an oversized or overflowing length/size argument,,52a14c3cdc551d1eb45d2c2de13dd96f41635c86,v2.5.1; v2.6.1; v2.7.1; v3.0.1,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/52a14c3cdc551d1eb45d2c2de13dd96f41635c86,"[Bug #1200134] Fix buffer overflow by constraining size of .getstr(), .instr() to size of allocated buffer || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: Modules/_cursesmodule.c:2041  PyCursesWindowObject *wo = PyObject_GC_New(PyCursesWindowObject, || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
cpython-40d378141663,2005,Parser/pgenmain.c,crash-unclassified,getgrammar,an error/failure path that leaves a pointer or refcount inconsistent,regression test added in the fix: Lib/test/bad_coding.py; Lib/test/test_coding.py,40d37814166380b0fb585f818b446159cfbcec0f,v2.5.1; v2.6.1; v2.7.1; v3.0.1,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/40d37814166380b0fb585f818b446159cfbcec0f,"- Fix segfault with invalid coding. - SF Bug #772896, unknown encoding results in MemoryError, which is not helpful || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: a PyObject instance; every CPython type's default tp_alloc is PyType_GenericAlloc -> _PyType_AllocNoTrack -> _PyObject_MallocWithType -> PyObject_Malloc (Objects/typeobject.c), and every built-in tp_basicsize is far below the 512-byte pymalloc threshold (Include/internal/pycore_obmalloc.h:163) || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
cpython-3de83e9b619e,2006,Modules/_ctypes/_ctypes.c,refcount-error,cast,a zero-length or absent value on a path that assumed one existed,,3de83e9b619e4f5d61772e5d7377819ac12bc136,v2.5.1; v2.6.1; v2.7.1; v3.2.4,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/3de83e9b619e4f5d61772e5d7377819ac12bc136,"Fix a potential segfault and various potentail refcount leaks in the cast() function. || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: every heap allocation in Modules/_ctypes/_ctypes.c is in the pymalloc domain (11 sites, e.g. Modules/_ctypes/_ctypes.c:313  char *result = PyMem_Malloc(1 + strlen(pep_code) + 1);) || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
cpython-7b1da513fd56,2006,Modules/_ctypes/_ctypes.c,crash-unclassified,SimpleType_new,a zero-length or absent value on a path that assumed one existed,,7b1da513fd5620e3046047af28a6cf38e753e6f5,v2.5.1; v2.6.1; v2.7.1; v3.2.4,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/7b1da513fd5620e3046047af28a6cf38e753e6f5,"Fixed a segfault when ctypes.wintypes were imported on non-Windows machines. || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: every heap allocation in Modules/_ctypes/_ctypes.c is in the pymalloc domain (11 sites, e.g. Modules/_ctypes/_ctypes.c:313  char *result = PyMem_Malloc(1 + strlen(pep_code) + 1);) || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
cpython-e502693ee9af,2006,Modules/_ctypes/_ctypes.c,double-free,CFuncPtr_clear,,,e502693ee9af3a8f614dbc67dc56454bb31d310e,v2.5.1; v2.6.1; v2.7.1; v3.2.4,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/e502693ee9af3a8f614dbc67dc56454bb31d310e,"Avoid a potential double-free bug. || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: memory obtained via PyMem_Free in Modules/_ctypes/_ctypes.c (pymalloc domain, obmalloc.c:843-844) || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
cpython-477c8d5e7024,2006,Modules/_struct.c,use-after-free,,a zero-length or absent value on a path that assumed one existed,regression test added in the fix: Lib/bsddb/test/test_thread.py; Lib/ctypes/test/test_bitfields.py; Lib/ctypes/test/test_byteswap.py,477c8d5e70240744d24631b18341ad892c8a8e1c,v2.7.4; v3.0.1; v3.1.1; v3.2.1,type-freelist,blind,read-the-source,https://github.com/python/cpython/commit/477c8d5e70240744d24631b18341ad892c8a8e1c,"Much-needed merge (using svnmerge.py this time) of trunk changes into p3yk. Inherits test_gzip/test_tarfile failures on 64-bit platforms from the trunk, but I don't want the merge to hang around too l || WHY THIS ARENA: _PyFreeList_Push (Include/internal/pycore_freelist.h:53-62) stores the dead object into fl->freelist and returns 1, so the dealloc path reaches neither obmalloc nor libc free; _PyFreeList_Pop hands the identical bytes to the next allocation of that same type. This is a second recycling layer above the obmalloc pool. Qualification: the freelist is capped, and _PyFreeList_Free (pycore_freelist.h:65-72) falls through to dofree (PyObject_Free / PyObject_GC_Del / PyMem_Free) once the cap is reached -- so the object then returns to the obmalloc pool, which still never reaches libc free. || allocation site: PyLongObject -> 'ints' freelist (Objects/longobject.c:173,3644)"
cpython-6ffe499397ac,2006,Modules/expat/xmlparse.c,crash-unclassified,doContent,,regression test added in the fix: Lib/test/crashers/xml_parsers.py; Lib/test/test_pyexpat.py,6ffe499397acfe916202e3e46adfa868e6a307b9,v2.5.1; v2.6.1; v2.7.1; v3.2.4,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/6ffe499397acfe916202e3e46adfa868e6a307b9,"SF bug #1296433 (Expat bug #1515266): Unchecked calls to character data handler would cause a segfault.  This merges in Expat's lib/xmlparse.c revisions 1.154 and 1.155, which fix this and a closely r || WHY THIS ARENA: Expat's entire internal heap -- parser struct, string pool blocks, tag and attribute arrays -- is routed through CPython's own allocator by the XML_Memory_Handling_Suite {PyMem_Malloc, PyMem_Realloc, PyMem_Free} installed at Modules/pyexpat.c:28-29 and Modules/_elementtree.c:3113-3114. PyMem_Malloc is pymalloc (obmalloc.c:843), so expat's buffers of 512 bytes or less sit inside obmalloc pools. || allocation site: expat heap via XML_Memory_Handling_Suite = {PyMem_Malloc, PyMem_Realloc, PyMem_Free} (Modules/pyexpat.c:28-29 / Modules/_elementtree.c:3113-3114) || NOTE: expat is bundled but its allocator is CPython's -- see evidence column."
cpython-3b4fff807983,2006,Modules/mmapmodule.c,crash-unclassified,new_mmap_object,a zero-length or absent value on a path that assumed one existed,regression test added in the fix: Lib/test/output/test_mmap; Lib/test/test_mmap.py,3b4fff8079834433ba75ee0873c538410cd082c9,v2.5.1; v2.6.1; v2.7.1; v3.0.1,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/3b4fff8079834433ba75ee0873c538410cd082c9,"Fix SF bug #1402308, segfault when using mmap(-1, ...) || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: PyObject instance; default tp_alloc is PyType_GenericAlloc -> _PyType_AllocNoTrack -> _PyObject_MallocWithType -> PyObject_Malloc (Objects/typeobject.c) || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
cpython-63fd4f44487f,2006,Modules/mmapmodule.c,crash-unclassified,new_mmap_object,a zero-length or absent value on a path that assumed one existed,regression test added in the fix: Lib/test/output/test_mmap; Lib/test/test_mmap.py,63fd4f44487feda3f5db0065ffe5fbb574d698a3,v2.4.3,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/63fd4f44487feda3f5db0065ffe5fbb574d698a3,"Backport: Fix SF bug #1402308, segfault when using mmap(-1, ...) || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: PyObject instance; default tp_alloc is PyType_GenericAlloc -> _PyType_AllocNoTrack -> _PyObject_MallocWithType -> PyObject_Malloc (Objects/typeobject.c) || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
